Gene name	Chromosome/scaffold name	Strand direction	Transcript	Intron/Exon	Intron/Exon number	Start (bp)	End (bp)	Length
CG30091	chr2R	Fwd	NM_166110	Intron	3	15681744	15681813	70
CG30091	chr2R	Fwd	NM_166110	Intron	4	15681945	15682011	67
CG42524	chr2R	Fwd	NM_001299536	Intron	1	15615301	15630709	15409
CG42524	chr2R	Fwd	NM_001299536	Intron	2	15630781	15637759	6979
CG42524	chr2R	Fwd	NM_001299536	Intron	3	15637936	15650020	12085
CG42524	chr2R	Fwd	NM_001299536	Intron	4	15650071	15656791	6721
CG12970	chr2R	Fwd	NM_176180	Intron	1	15856133	15856449	317
CG12970	chr2R	Fwd	NM_176180	Intron	2	15856564	15856623	60
CG12970	chr2R	Fwd	NM_176180	Intron	3	15857238	15857285	48
tun	chr2R	Fwd	NM_001299539	Intron	1	15794951	15848509	53559
tun	chr2R	Fwd	NM_001299539	Intron	2	15849680	15852387	2708
tun	chr2R	Fwd	NM_001299539	Intron	3	15852542	15852670	129
tun	chr2R	Fwd	NM_001299539	Intron	4	15852820	15852881	62
tun	chr2R	Fwd	NM_001299539	Intron	5	15853007	15853064	58
CG8366	chr2R	Fwd	NM_137224	Intron	1	15955255	15955322	68
CG8366	chr2R	Fwd	NM_137224	Intron	2	15955517	15955573	57
Cyp4aa1	chr2R	Fwd	NM_137223	Intron	1	15943084	15945251	2168
Cyp4aa1	chr2R	Fwd	NM_137223	Intron	2	15945436	15945502	67
Cyp4aa1	chr2R	Fwd	NM_137223	Intron	3	15945887	15945946	60
bug	chr2R	Fwd	NM_137221	Intron	1	15934924	15934980	57
mRpL34	chr2R	Fwd	NM_001043087	Intron	1	16099016	16099078	63
Asph	chr2R	Fwd	NM_001274091	Intron	1	16110672	16111740	1069
Asph	chr2R	Fwd	NM_001274091	Intron	2	16111927	16111982	56
Asph	chr2R	Fwd	NM_001274091	Intron	3	16112142	16112201	60
Asph	chr2R	Fwd	NM_001274091	Intron	4	16112531	16112588	58
Asph	chr2R	Fwd	NM_001274091	Intron	5	16112715	16112788	74
Asph	chr2R	Fwd	NM_001274091	Intron	6	16112970	16113180	211
Asph	chr2R	Fwd	NM_001274091	Intron	7	16113259	16113775	517
Asph	chr2R	Fwd	NM_001274091	Intron	8	16113884	16114034	151
Asph	chr2R	Fwd	NM_001274091	Intron	9	16114473	16114771	299
Asph	chr2R	Fwd	NM_001274091	Intron	10	16114867	16115353	487
Asph	chr2R	Fwd	NM_001274091	Intron	11	16115595	16115652	58
Asph	chr2R	Fwd	NM_001274091	Intron	12	16115759	16115810	52
Asph	chr2R	Fwd	NM_001274091	Intron	13	16116537	16116592	56
CG8401	chr2R	Fwd	NM_166136	Intron	1	16028806	16028879	74
CG8401	chr2R	Fwd	NM_166136	Intron	2	16029006	16029060	55
CG8401	chr2R	Fwd	NM_166136	Intron	3	16029208	16029307	100
CG8401	chr2R	Fwd	NM_166136	Intron	4	16029426	16029490	65
CG8401	chr2R	Fwd	NM_166136	Intron	5	16029661	16029802	142
Rrp42	chr2R	Fwd	NM_166134	Intron	1	16015035	16015091	57
Rrp42	chr2R	Fwd	NM_166134	Intron	2	16015289	16015339	51
Rrp42	chr2R	Fwd	NM_166134	Intron	3	16015506	16015559	54
Jhedup	chr2R	Fwd	NM_137241	Intron	1	16117297	16117354	58
Jhedup	chr2R	Fwd	NM_137241	Intron	2	16117499	16117554	56
Jhedup	chr2R	Fwd	NM_137241	Intron	3	16117709	16117768	60
Jhedup	chr2R	Fwd	NM_137241	Intron	4	16117955	16118011	57
Jhedup	chr2R	Fwd	NM_137241	Intron	5	16118862	16118913	52
CG8389	chr2R	Fwd	NM_137232	Intron	1	16008488	16011954	3467
CG8389	chr2R	Fwd	NM_137232	Intron	2	16012071	16012140	70
CG8389	chr2R	Fwd	NM_137232	Intron	3	16012615	16012672	58
CG8370	chr2R	Fwd	NM_137229	Intron	1	16002499	16002551	53
CG8370	chr2R	Fwd	NM_137229	Intron	2	16006252	16006309	58
CG8320	chr2R	Fwd	NM_137228	Intron	1	15992446	15992583	138
CG8320	chr2R	Fwd	NM_137228	Intron	2	15992713	15992777	65
CG8320	chr2R	Fwd	NM_137228	Intron	3	15992934	15992992	59
CG8320	chr2R	Fwd	NM_137228	Intron	4	15993130	15993186	57
Rho1	chr2R	Fwd	NM_134308	Intron	1	16102950	16103610	661
Rho1	chr2R	Fwd	NM_134308	Intron	2	16103775	16105032	1258
Rho1	chr2R	Fwd	NM_134308	Intron	3	16105183	16105716	534
Rho1	chr2R	Fwd	NM_134308	Intron	4	16105798	16105859	62
CG8405	chr2R	Fwd	NM_001299546	Intron	1	16047923	16047983	61
CG8405	chr2R	Fwd	NM_001299546	Intron	2	16048067	16048131	65
CG8405	chr2R	Fwd	NM_001299546	Intron	3	16048279	16048336	58
CG8405	chr2R	Fwd	NM_001299546	Intron	4	16048430	16048492	63
CG8405	chr2R	Fwd	NM_001299546	Intron	5	16048696	16048753	58
CG8405	chr2R	Fwd	NM_001299546	Intron	6	16048920	16048983	64
CG8405	chr2R	Fwd	NM_001299546	Intron	7	16049147	16049203	57
CG8405	chr2R	Fwd	NM_001299546	Intron	8	16049262	16049325	64
CG8405	chr2R	Fwd	NM_001299546	Intron	9	16049410	16049486	77
CG8405	chr2R	Fwd	NM_001299546	Intron	10	16049620	16056525	6906
CG8405	chr2R	Fwd	NM_001299546	Intron	11	16056626	16056925	300
CG8405	chr2R	Fwd	NM_001299546	Intron	12	16057578	16058454	877
CG8405	chr2R	Fwd	NM_001299546	Intron	13	16059746	16059817	72
SP2353	chr2R	Fwd	NM_001299545	Intron	1	16032177	16038051	5875
SP2353	chr2R	Fwd	NM_001299545	Intron	2	16038458	16040142	1685
SP2353	chr2R	Fwd	NM_001299545	Intron	3	16040260	16040891	632
SP2353	chr2R	Fwd	NM_001299545	Intron	4	16041712	16041918	207
SP2353	chr2R	Fwd	NM_001299545	Intron	5	16042038	16042104	67
SP2353	chr2R	Fwd	NM_001299545	Intron	6	16042452	16042508	57
SP2353	chr2R	Fwd	NM_001299545	Intron	7	16042699	16042754	56
SP2353	chr2R	Fwd	NM_001299545	Intron	8	16042892	16042952	61
SP2353	chr2R	Fwd	NM_001299545	Intron	9	16043171	16043245	75
SP2353	chr2R	Fwd	NM_001299545	Intron	10	16043322	16043381	60
SP2353	chr2R	Fwd	NM_001299545	Intron	11	16043535	16043598	64
SP2353	chr2R	Fwd	NM_001299545	Intron	12	16045014	16045078	65
SP2353	chr2R	Fwd	NM_001299545	Intron	13	16045181	16045286	106
SP2353	chr2R	Fwd	NM_001299545	Intron	14	16045391	16045450	60
CG8399	chr2R	Fwd	NM_001299543	Intron	1	16017858	16021888	4031
CG8399	chr2R	Fwd	NM_001299543	Intron	2	16022377	16022443	67
CG8399	chr2R	Fwd	NM_001299543	Intron	3	16022779	16022837	59
CG8399	chr2R	Fwd	NM_001299543	Intron	4	16022990	16023065	76
CG8399	chr2R	Fwd	NM_001299543	Intron	5	16023688	16023746	59
CG8399	chr2R	Fwd	NM_001299543	Intron	6	16023860	16024058	199
CG8399	chr2R	Fwd	NM_001299543	Intron	7	16024215	16024272	58
CG30094	chr2R	Fwd	NM_166149	Intron	1	16142295	16142353	59
Got1	chr2R	Fwd	NM_166148	Intron	1	16138439	16138766	328
Got1	chr2R	Fwd	NM_166148	Intron	2	16138885	16140329	1445
Got1	chr2R	Fwd	NM_166148	Intron	3	16140438	16140499	62
Got1	chr2R	Fwd	NM_166148	Intron	4	16140574	16140633	60
spin	chr2R	Fwd	NM_166146	Intron	1	16125783	16131541	5759
spin	chr2R	Fwd	NM_166146	Intron	2	16131900	16132308	409
spin	chr2R	Fwd	NM_166146	Intron	3	16132636	16132828	193
spin	chr2R	Fwd	NM_166146	Intron	4	16133091	16136026	2936
spin	chr2R	Fwd	NM_166146	Intron	5	16136126	16136186	61
spin	chr2R	Fwd	NM_166146	Intron	6	16136361	16136424	64
spin	chr2R	Fwd	NM_166146	Intron	7	16136567	16136833	267
spin	chr2R	Fwd	NM_166146	Intron	8	16137030	16137204	175
CG30095	chr2R	Fwd	NM_166143	Intron	1	16123698	16124084	387
CG30095	chr2R	Fwd	NM_166143	Intron	2	16124253	16124314	62
CG3687	chr2R	Fwd	NM_137258	Intron	1	16237032	16237088	57
CG15701	chr2R	Fwd	NM_137256	Intron	1	16230344	16230777	434
CG15701	chr2R	Fwd	NM_137256	Intron	2	16232878	16232966	89
clu	chr2R	Fwd	NM_137251	Intron	1	16187137	16188577	1441
clu	chr2R	Fwd	NM_137251	Intron	2	16189665	16189762	98
clu	chr2R	Fwd	NM_137251	Intron	3	16192032	16192099	68
clu	chr2R	Fwd	NM_137251	Intron	4	16192226	16192287	62
clu	chr2R	Fwd	NM_137251	Intron	5	16192504	16192564	61
clu	chr2R	Fwd	NM_137251	Intron	6	16192777	16192844	68
lbk	chr2R	Fwd	NM_137247	Intron	1	16151066	16164086	13021
lbk	chr2R	Fwd	NM_137247	Intron	2	16165114	16165612	499
lbk	chr2R	Fwd	NM_137247	Intron	3	16165685	16165748	64
lbk	chr2R	Fwd	NM_137247	Intron	4	16165959	16166014	56
lbk	chr2R	Fwd	NM_137247	Intron	5	16166159	16166222	64
lbk	chr2R	Fwd	NM_137247	Intron	6	16167047	16167108	62
lbk	chr2R	Fwd	NM_137247	Intron	7	16167466	16167527	62
lbk	chr2R	Fwd	NM_137247	Intron	8	16167810	16167872	63
CysRS	chr2R	Fwd	NM_137243	Intron	1	16143415	16143481	67
CysRS	chr2R	Fwd	NM_137243	Intron	2	16143972	16144026	55
CysRS	chr2R	Fwd	NM_137243	Intron	3	16144714	16144772	59
CysRS	chr2R	Fwd	NM_137243	Intron	4	16144918	16144979	62
CysRS	chr2R	Fwd	NM_137243	Intron	5	16145579	16145642	64
Tsf3	chr2R	Fwd	NM_079035	Intron	1	16226737	16227591	855
Tsf3	chr2R	Fwd	NM_079035	Intron	2	16227960	16228027	68
Tsf3	chr2R	Fwd	NM_079035	Intron	3	16228331	16228399	69
Lis-1	chr2R	Fwd	NM_057812	Intron	1	16178953	16181980	3028
Lis-1	chr2R	Fwd	NM_057812	Intron	2	16182091	16182157	67
Lis-1	chr2R	Fwd	NM_057812	Intron	3	16182459	16182516	58
Lis-1	chr2R	Fwd	NM_057812	Intron	4	16182674	16182736	63
Lis-1	chr2R	Fwd	NM_057812	Intron	5	16182915	16182982	68
Lis-1	chr2R	Fwd	NM_057812	Intron	6	16183119	16183185	67
Lis-1	chr2R	Fwd	NM_057812	Intron	7	16183538	16183602	65
CG42837	chr2R	Fwd	NM_001202030	Intron	1	16198339	16198484	146
CG42837	chr2R	Fwd	NM_001202030	Intron	2	16198947	16199006	60
CG44243	chr2R	Fwd	NM_001202029	Intron	1	16198339	16198484	146
CG44243	chr2R	Fwd	NM_001202029	Intron	2	16198947	16199006	60
CG44242	chr2R	Fwd	NM_001202028	Intron	1	16196603	16196691	89
CG42372	chr2R	Fwd	NM_001144205	Intron	1	16291719	16291773	55
CG30100	chr2R	Fwd	NM_166161	Intron	1	16291719	16291773	55
CG6262	chr2R	Fwd	NM_137279	Intron	1	16359903	16359970	68
CG6262	chr2R	Fwd	NM_137279	Intron	2	16360155	16360242	88
CG6262	chr2R	Fwd	NM_137279	Intron	3	16361524	16361710	187
CG4282	chr2R	Fwd	NM_137274	Intron	1	16322336	16322434	99
CG4282	chr2R	Fwd	NM_137274	Intron	2	16323792	16323853	62
CG4282	chr2R	Fwd	NM_137274	Intron	3	16324245	16324306	62
CG9068	chr2R	Fwd	NM_137267	Intron	1	16283499	16283550	52
CG9068	chr2R	Fwd	NM_137267	Intron	2	16284250	16284313	64
CG9068	chr2R	Fwd	NM_137267	Intron	3	16284654	16284712	59
CG9068	chr2R	Fwd	NM_137267	Intron	4	16286232	16286295	64
CG9068	chr2R	Fwd	NM_137267	Intron	5	16286978	16287070	93
CG15705	chr2R	Fwd	NM_137265	Intron	1	16281304	16281518	215
Hmgs	chr2R	Fwd	NM_079972	Intron	1	16336864	16339446	2583
JhI-26	chr2R	Fwd	NM_079037	Intron	1	16289609	16289951	343
JhI-26	chr2R	Fwd	NM_079037	Intron	2	16290752	16290927	176
csul	chr2R	Fwd	NM_057836	Intron	1	16265123	16265166	44
csul	chr2R	Fwd	NM_057836	Intron	2	16265627	16265687	61
csul	chr2R	Fwd	NM_057836	Intron	3	16265854	16265913	60
csul	chr2R	Fwd	NM_057836	Intron	4	16266077	16266141	65
csul	chr2R	Fwd	NM_057836	Intron	5	16266654	16266718	65
CG4945	chr2R	Fwd	NM_166182	Intron	6	16569045	16569158	114
Nox	chr2R	Fwd	NM_001299557	Intron	1	16310218	16311060	843
Nox	chr2R	Fwd	NM_001299557	Intron	2	16311156	16312229	1074
Nox	chr2R	Fwd	NM_001299557	Intron	3	16312345	16312409	65
Nox	chr2R	Fwd	NM_001299557	Intron	4	16312629	16312714	86
Nox	chr2R	Fwd	NM_001299557	Intron	5	16312866	16312924	59
Nox	chr2R	Fwd	NM_001299557	Intron	6	16313136	16313191	56
Nox	chr2R	Fwd	NM_001299557	Intron	7	16313422	16313484	63
Nox	chr2R	Fwd	NM_001299557	Intron	8	16314713	16314767	55
Nox	chr2R	Fwd	NM_001299557	Intron	9	16315105	16315168	64
Nox	chr2R	Fwd	NM_001299557	Intron	10	16315343	16315432	90
Nox	chr2R	Fwd	NM_001299557	Intron	11	16315544	16315598	55
Nox	chr2R	Fwd	NM_001299557	Intron	12	16315805	16315860	56
Nox	chr2R	Fwd	NM_001299557	Intron	13	16315958	16316022	65
CG33017	chr2R	Fwd	NM_001299554	Intron	1	16272642	16272704	63
CheB53b	chr2R	Fwd	NM_001014531	Intron	1	16468467	16468522	56
CheB53b	chr2R	Fwd	NM_001014531	Intron	2	16468700	16468754	55
CheB53a	chr2R	Fwd	NM_001014530	Intron	1	16466946	16467022	77
CheB53a	chr2R	Fwd	NM_001014530	Intron	2	16467200	16467255	56
CG4409	chr2R	Fwd	NM_001103867	Intron	1	16443758	16443907	150
CG4409	chr2R	Fwd	NM_001103867	Intron	2	16444123	16444668	546
Sema2b	chr2R	Fwd	NM_001274096	Intron	1	16386751	16398828	12078
Sema2b	chr2R	Fwd	NM_001274096	Intron	2	16399422	16420280	20859
Sema2b	chr2R	Fwd	NM_001274096	Intron	3	16420369	16421680	1312
Sema2b	chr2R	Fwd	NM_001274096	Intron	4	16421733	16422679	947
Sema2b	chr2R	Fwd	NM_001274096	Intron	5	16422749	16423016	268
Sema2b	chr2R	Fwd	NM_001274096	Intron	6	16423125	16423450	326
Sema2b	chr2R	Fwd	NM_001274096	Intron	7	16423589	16424037	449
Sema2b	chr2R	Fwd	NM_001274096	Intron	8	16424171	16424294	124
Sema2b	chr2R	Fwd	NM_001274096	Intron	9	16424652	16425740	1089
Sema2b	chr2R	Fwd	NM_001274096	Intron	10	16425970	16426494	525
Sema2b	chr2R	Fwd	NM_001274096	Intron	11	16426999	16427757	759
Sema2b	chr2R	Fwd	NM_001274096	Intron	12	16427911	16428423	513
Sema2b	chr2R	Fwd	NM_001274096	Intron	13	16428533	16428728	196
Sema2b	chr2R	Fwd	NM_001274096	Intron	14	16428823	16429578	756
CG33459	chr2R	Fwd	NM_206133	Intron	1	16488275	16488354	80
CG33459	chr2R	Fwd	NM_206133	Intron	2	16488404	16488469	66
CG33459	chr2R	Fwd	NM_206133	Intron	3	16488640	16488709	70
CG33458	chr2R	Fwd	NM_206132	Intron	1	16486885	16487009	125
CG33458	chr2R	Fwd	NM_206132	Intron	2	16487059	16487115	57
CG33458	chr2R	Fwd	NM_206132	Intron	3	16487292	16487341	50
S-Lap8	chr2R	Fwd	NM_137288	Intron	1	16491419	16491497	79
jtb	chr2R	Fwd	NM_137282	Intron	1	16432901	16433018	118
CG4927	chr2R	Fwd	NM_001038864	Intron	1	16572370	16572441	72
CG4927	chr2R	Fwd	NM_001038864	Intron	2	16572650	16573201	552
loopin-1	chr2R	Fwd	NM_001103868	Intron	1	16535130	16535195	66
Cdk4	chr2R	Fwd	NM_166185	Intron	1	16579534	16580841	1308
Cdk4	chr2R	Fwd	NM_166185	Intron	2	16581016	16582870	1855
Cdk4	chr2R	Fwd	NM_166185	Intron	3	16583037	16584151	1115
Cdk4	chr2R	Fwd	NM_166185	Intron	4	16584288	16584349	62
Cdk4	chr2R	Fwd	NM_166185	Intron	5	16584679	16584743	65
Cdk4	chr2R	Fwd	NM_166185	Intron	6	16584880	16584951	72
CG4945	chr2R	Fwd	NM_166182	Intron	1	16566278	16566768	491
CG4945	chr2R	Fwd	NM_166182	Intron	2	16566993	16567784	792
CG4945	chr2R	Fwd	NM_166182	Intron	3	16568047	16568108	62
CG4945	chr2R	Fwd	NM_166182	Intron	4	16568209	16568309	101
CG4945	chr2R	Fwd	NM_166182	Intron	5	16568493	16568557	65
CG4945	chr2R	Fwd	NM_166182	Intron	7	16569529	16569855	327
Syn2	chr2R	Fwd	NM_166180	Intron	1	16552426	16554627	2202
Syn2	chr2R	Fwd	NM_166180	Intron	2	16554693	16554758	66
Syn2	chr2R	Fwd	NM_166180	Intron	3	16554909	16554967	59
Syn2	chr2R	Fwd	NM_166180	Intron	4	16555254	16555318	65
Syn2	chr2R	Fwd	NM_166180	Intron	5	16555484	16555604	121
Syn2	chr2R	Fwd	NM_166180	Intron	6	16555790	16555844	55
Syn2	chr2R	Fwd	NM_166180	Intron	7	16556004	16556068	65
Syn2	chr2R	Fwd	NM_166180	Intron	8	16556294	16556352	59
Syn2	chr2R	Fwd	NM_166180	Intron	9	16556557	16556618	62
CG5065	chr2R	Fwd	NM_137299	Intron	1	16607960	16618803	10844
CG5065	chr2R	Fwd	NM_137299	Intron	2	16619690	16621324	1635
CG5065	chr2R	Fwd	NM_137299	Intron	3	16621442	16621505	64
CG5065	chr2R	Fwd	NM_137299	Intron	4	16621611	16621672	62
CG5065	chr2R	Fwd	NM_137299	Intron	5	16621817	16621884	68
CG5065	chr2R	Fwd	NM_137299	Intron	6	16622020	16622084	65
CG5065	chr2R	Fwd	NM_137299	Intron	7	16622206	16622274	69
CG5065	chr2R	Fwd	NM_137299	Intron	8	16622575	16622657	83
CG5065	chr2R	Fwd	NM_137299	Intron	9	16622791	16622873	83
CG5065	chr2R	Fwd	NM_137299	Intron	10	16623132	16623214	83
CG34457	chr2R	Fwd	NM_001103869	Intron	1	16670581	16670639	59
CG34457	chr2R	Fwd	NM_001103869	Intron	2	16671156	16671213	58
CG34457	chr2R	Fwd	NM_001103869	Intron	3	16671319	16671373	55
CG5348	chr2R	Fwd	NM_137312	Intron	1	16767180	16767236	57
CG5348	chr2R	Fwd	NM_137312	Intron	2	16767572	16767640	69
CG5348	chr2R	Fwd	NM_137312	Intron	3	16767716	16767775	60
CG5348	chr2R	Fwd	NM_137312	Intron	4	16768259	16768330	72
CG5348	chr2R	Fwd	NM_137312	Intron	5	16768480	16768541	62
CG5348	chr2R	Fwd	NM_137312	Intron	6	16768777	16768834	58
Arp53D	chr2R	Fwd	NM_057689	Intron	1	16774350	16774402	53
Idgf6	chr2R	Fwd	NM_001299570	Intron	1	16691209	16691617	409
Idgf6	chr2R	Fwd	NM_001299570	Intron	2	16691900	16692347	448
Idgf6	chr2R	Fwd	NM_001299570	Intron	3	16692924	16692985	62
Vkor	chr2R	Fwd	NM_001014533	Intron	1	16778535	16778589	55
Vkor	chr2R	Fwd	NM_001014533	Intron	2	16778685	16778739	55
CG34460	chr2R	Fwd	NM_001103879	Intron	1	16826986	16827041	56
CG34460	chr2R	Fwd	NM_001103879	Intron	2	16827160	16827273	114
Dek	chr2R	Fwd	NM_001274105	Intron	1	16856304	16856805	502
Dek	chr2R	Fwd	NM_001274105	Intron	2	16857053	16857632	580
Dek	chr2R	Fwd	NM_001274105	Intron	3	16858115	16858180	66
Dek	chr2R	Fwd	NM_001274105	Intron	4	16858602	16858663	62
Dek	chr2R	Fwd	NM_001274105	Intron	5	16858765	16858826	62
Dek	chr2R	Fwd	NM_001274105	Intron	6	16859001	16859060	60
Dek	chr2R	Fwd	NM_001274105	Intron	7	16859250	16859312	63
Dek	chr2R	Fwd	NM_001274105	Intron	8	16859398	16859452	55
Dek	chr2R	Fwd	NM_001274105	Intron	9	16859575	16859632	58
Dek	chr2R	Fwd	NM_001274105	Intron	10	16859786	16859849	64
resilin	chr2R	Fwd	NM_206138	Intron	1	16781568	16782168	601
CG5522	chr2R	Fwd	NM_166195	Intron	1	16783883	16784769	887
CG5522	chr2R	Fwd	NM_166195	Intron	2	16784909	16788154	3246
CG5522	chr2R	Fwd	NM_166195	Intron	3	16788261	16788325	65
CG5522	chr2R	Fwd	NM_166195	Intron	4	16788667	16788790	124
CG5522	chr2R	Fwd	NM_166195	Intron	5	16789119	16789183	65
CG5522	chr2R	Fwd	NM_166195	Intron	6	16789636	16789711	76
CG5522	chr2R	Fwd	NM_166195	Intron	7	16789916	16790155	240
CG5522	chr2R	Fwd	NM_166195	Intron	8	16790267	16790738	472
CG15919	chr2R	Fwd	NM_144117	Intron	1	16792782	16792872	91
CG6421	chr2R	Fwd	NM_143791	Intron	1	16872376	16872432	57
CG6472	chr2R	Fwd	NM_137322	Intron	1	16880997	16882974	1978
CG6472	chr2R	Fwd	NM_137322	Intron	2	16883075	16883156	82
CG6472	chr2R	Fwd	NM_137322	Intron	3	16883312	16883400	89
CG6472	chr2R	Fwd	NM_137322	Intron	4	16883872	16884051	180
CG6472	chr2R	Fwd	NM_137322	Intron	5	16884209	16884265	57
CG6435	chr2R	Fwd	NM_137321	Intron	1	16873886	16874240	355
CG6435	chr2R	Fwd	NM_137321	Intron	2	16874418	16874474	57
CG6429	chr2R	Fwd	NM_137320	Intron	1	16873320	16873388	69
CG6426	chr2R	Fwd	NM_137319	Intron	1	16869603	16871269	1667
CG6426	chr2R	Fwd	NM_137319	Intron	2	16871441	16871510	70
IntS8	chr2R	Fwd	NM_137318	Intron	1	16850645	16850712	68
IntS8	chr2R	Fwd	NM_137318	Intron	2	16851133	16851190	58
IntS8	chr2R	Fwd	NM_137318	Intron	3	16851309	16851363	55
IntS8	chr2R	Fwd	NM_137318	Intron	4	16852287	16852351	65
IntS8	chr2R	Fwd	NM_137318	Intron	5	16853217	16853277	61
IntS8	chr2R	Fwd	NM_137318	Intron	6	16853741	16853808	68
inaC	chr2R	Fwd	NM_057515	Intron	1	16898923	16899083	161
inaC	chr2R	Fwd	NM_057515	Intron	2	16899116	16899169	54
inaC	chr2R	Fwd	NM_057515	Intron	3	16899365	16899424	60
inaC	chr2R	Fwd	NM_057515	Intron	4	16899554	16899614	61
inaC	chr2R	Fwd	NM_057515	Intron	5	16899772	16899831	60
inaC	chr2R	Fwd	NM_057515	Intron	6	16900061	16900114	54
inaC	chr2R	Fwd	NM_057515	Intron	7	16900513	16900575	63
inaC	chr2R	Fwd	NM_057515	Intron	8	16900778	16900836	59
inaC	chr2R	Fwd	NM_057515	Intron	9	16901026	16901082	57
inaC	chr2R	Fwd	NM_057515	Intron	10	16901224	16901284	61
Ef1beta	chr2R	Fwd	NM_001299577	Intron	1	16868392	16868490	99
CG34459	chr2R	Fwd	NM_001299576	Intron	1	16824940	16825577	638
CG34459	chr2R	Fwd	NM_001299576	Intron	2	16825678	16825735	58
CG5550	chr2R	Fwd	NM_001259447	Intron	1	16817222	16817272	51
Ufm1	chr2R	Fwd	NM_001103884	Intron	1	16952054	16952151	98
aft	chr2R	Fwd	NM_058065	Intron	2	17786741	17786793	53
CG43789	chr2R	Fwd	NM_001274108	Intron	1	16938792	16938853	62
CG43788	chr2R	Fwd	NM_001274107	Intron	1	16937709	16937772	64
Pkc53E	chr2R	Fwd	NM_001274106	Intron	1	16924791	16926345	1555
Pkc53E	chr2R	Fwd	NM_001274106	Intron	2	16926808	16931111	4304
Pkc53E	chr2R	Fwd	NM_001274106	Intron	3	16931144	16931198	55
Pkc53E	chr2R	Fwd	NM_001274106	Intron	4	16931279	16932463	1185
Pkc53E	chr2R	Fwd	NM_001274106	Intron	5	16932579	16940092	7514
Pkc53E	chr2R	Fwd	NM_001274106	Intron	6	16940222	16940900	679
Pkc53E	chr2R	Fwd	NM_001274106	Intron	7	16941058	16941143	86
Pkc53E	chr2R	Fwd	NM_001274106	Intron	8	16941493	16941573	81
Pkc53E	chr2R	Fwd	NM_001274106	Intron	9	16941748	16941804	57
Pkc53E	chr2R	Fwd	NM_001274106	Intron	10	16941897	16941952	56
Pkc53E	chr2R	Fwd	NM_001274106	Intron	11	16942155	16942222	68
Pkc53E	chr2R	Fwd	NM_001274106	Intron	12	16942412	16942474	63
Pkc53E	chr2R	Fwd	NM_001274106	Intron	13	16942616	16942673	58
Dark	chr2R	Fwd	NM_166207	Intron	1	17020242	17021389	1148
Dark	chr2R	Fwd	NM_166207	Intron	2	17021791	17021911	121
Dark	chr2R	Fwd	NM_166207	Intron	3	17022550	17022602	53
Dark	chr2R	Fwd	NM_166207	Intron	4	17022727	17022789	63
Dark	chr2R	Fwd	NM_166207	Intron	5	17022981	17023084	104
Dark	chr2R	Fwd	NM_166207	Intron	6	17023330	17023388	59
Dark	chr2R	Fwd	NM_166207	Intron	7	17023579	17023697	119
Dark	chr2R	Fwd	NM_166207	Intron	8	17025292	17025358	67
Dark	chr2R	Fwd	NM_166207	Intron	9	17025479	17025533	55
Dark	chr2R	Fwd	NM_166207	Intron	10	17025681	17025744	64
CG6665	chr2R	Fwd	NM_166204	Intron	1	16958193	16958260	68
AsnRS-m	chr2R	Fwd	NM_137332	Intron	1	17002122	17002182	61
AsnRS-m	chr2R	Fwd	NM_137332	Intron	2	17002391	17002453	63
CG15614	chr2R	Fwd	NM_137324	Intron	1	16946192	16946256	65
CG15614	chr2R	Fwd	NM_137324	Intron	2	16946435	16946522	88
Cbp53E	chr2R	Fwd	NM_057490	Intron	1	16974125	16984265	10141
Cbp53E	chr2R	Fwd	NM_057490	Intron	2	16984491	16984698	208
Cbp53E	chr2R	Fwd	NM_057490	Intron	3	16984785	16984841	57
Cbp53E	chr2R	Fwd	NM_057490	Intron	4	16984932	16985918	987
Cbp53E	chr2R	Fwd	NM_057490	Intron	5	16986006	16986070	65
Cbp53E	chr2R	Fwd	NM_057490	Intron	6	16986212	16986580	369
Cbp53E	chr2R	Fwd	NM_057490	Intron	7	16986637	16986704	68
Cbp53E	chr2R	Fwd	NM_057490	Intron	8	16986751	16994159	7409
Cbp53E	chr2R	Fwd	NM_057490	Intron	9	16994217	16994281	65
Cbp53E	chr2R	Fwd	NM_057490	Intron	10	16994354	16994410	57
PIG-V	chr2R	Fwd	NM_001299579	Intron	1	16955678	16955737	60
CG6805	chr2R	Fwd	NM_001259450	Intron	1	17006508	17006788	281
CG6805	chr2R	Fwd	NM_001259450	Intron	2	17007059	17007132	74
SmydA-7	chr2R	Fwd	NM_001274110	Intron	1	17044898	17044961	64
SmydA-7	chr2R	Fwd	NM_001274110	Intron	2	17045031	17045081	51
SmydA-7	chr2R	Fwd	NM_001274110	Intron	3	17046346	17046402	57
CG15611	chr2R	Fwd	NM_137345	Intron	1	17109277	17109942	666
CG15611	chr2R	Fwd	NM_137345	Intron	2	17110075	17110166	92
CG15611	chr2R	Fwd	NM_137345	Intron	3	17110501	17113317	2817
CG15611	chr2R	Fwd	NM_137345	Intron	4	17113405	17113467	63
CG15611	chr2R	Fwd	NM_137345	Intron	5	17113573	17113628	56
CG15611	chr2R	Fwd	NM_137345	Intron	6	17113761	17113824	64
CG30456	chr2R	Fwd	NM_137344	Intron	1	17100389	17102511	2123
CG30456	chr2R	Fwd	NM_137344	Intron	2	17103688	17105597	1910
CG30456	chr2R	Fwd	NM_137344	Intron	3	17105697	17105759	63
CG30456	chr2R	Fwd	NM_137344	Intron	4	17106058	17106116	59
