Gene name	Chromosome/scaffold name	Strand direction	Transcript	Intron/Exon	Intron/Exon number	Start (bp)	End (bp)	Length
CG7264	chr3L	Fwd	NM_140258	Exon	1	11829030	11829189	160
CG7264	chr3L	Fwd	NM_140258	Exon	2	11829249	11829560	312
CG7264	chr3L	Fwd	NM_140258	Exon	3	11829617	11830844	1228
CG14130	chr3L	Fwd	NM_140254	Exon	1	11815444	11815560	117
CG14130	chr3L	Fwd	NM_140254	Exon	2	11815629	11815822	194
CG14130	chr3L	Fwd	NM_140254	Exon	3	11815891	11816058	168
CG14130	chr3L	Fwd	NM_140254	Exon	4	11816123	11816710	588
CG11588	chr3L	Fwd	NM_001274800	Exon	1	11921513	11922599	1087
CG6793	chr3L	Fwd	NM_140284	Exon	1	12042387	12043051	665
CG6793	chr3L	Fwd	NM_140284	Exon	2	12043113	12044217	1105
CG6928	chr3L	Fwd	NM_140282	Exon	1	12003155	12003294	140
CG6928	chr3L	Fwd	NM_140282	Exon	2	12005254	12005858	605
CG6928	chr3L	Fwd	NM_140282	Exon	3	12005917	12006192	276
CG6928	chr3L	Fwd	NM_140282	Exon	4	12006494	12007166	673
CG6928	chr3L	Fwd	NM_140282	Exon	5	12007221	12007400	180
CG6928	chr3L	Fwd	NM_140282	Exon	6	12007616	12008051	436
CG6931	chr3L	Fwd	NM_140279	Exon	1	11990736	11990855	120
CG6931	chr3L	Fwd	NM_140279	Exon	2	11990917	11991084	168
CG6931	chr3L	Fwd	NM_140279	Exon	3	11991142	11991410	269
CG6931	chr3L	Fwd	NM_140279	Exon	4	11991483	11992000	518
CG6938	chr3L	Fwd	NM_140278	Exon	1	11984906	11985272	367
CG6938	chr3L	Fwd	NM_140278	Exon	2	11985946	11986151	206
CG6938	chr3L	Fwd	NM_140278	Exon	3	11986218	11986399	182
CG6938	chr3L	Fwd	NM_140278	Exon	4	11986459	11987409	951
CG6938	chr3L	Fwd	NM_140278	Exon	5	11987468	11987613	146
CG6938	chr3L	Fwd	NM_140278	Exon	6	11987685	11988265	581
CG6938	chr3L	Fwd	NM_140278	Exon	7	11988322	11988539	218
CG6938	chr3L	Fwd	NM_140278	Exon	8	11988598	11988762	165
CG6938	chr3L	Fwd	NM_140278	Exon	9	11988831	11989184	354
CG6938	chr3L	Fwd	NM_140278	Exon	10	11989247	11989346	100
CG6938	chr3L	Fwd	NM_140278	Exon	11	11989413	11989809	397
CG6938	chr3L	Fwd	NM_140278	Exon	12	11989866	11989956	91
CG6938	chr3L	Fwd	NM_140278	Exon	13	11990018	11990505	488
CG14125	chr3L	Fwd	NM_140275	Exon	1	11974905	11974928	24
CG14125	chr3L	Fwd	NM_140275	Exon	2	11974996	11975810	815
CG7248	chr3L	Fwd	NM_140273	Exon	1	11954083	11954251	169
CG7248	chr3L	Fwd	NM_140273	Exon	2	11954339	11956780	2442
CG17826	chr3L	Fwd	NM_140271	Exon	1	11949839	11949900	62
CG17826	chr3L	Fwd	NM_140271	Exon	2	11949959	11952225	2267
CG7252	chr3L	Fwd	NM_140270	Exon	1	11947675	11947743	69
CG7252	chr3L	Fwd	NM_140270	Exon	2	11947804	11949248	1445
byn	chr3L	Fwd	NM_079307	Exon	1	11927693	11928023	331
byn	chr3L	Fwd	NM_079307	Exon	2	11932001	11932346	346
byn	chr3L	Fwd	NM_079307	Exon	3	11933274	11933394	121
byn	chr3L	Fwd	NM_079307	Exon	4	11933528	11933671	144
byn	chr3L	Fwd	NM_079307	Exon	5	11933740	11934538	799
byn	chr3L	Fwd	NM_079307	Exon	6	11934965	11935349	385
byn	chr3L	Fwd	NM_079307	Exon	7	11935428	11935919	492
CG43896	chr3L	Fwd	NM_001300111	Exon	1	11976111	11976170	60
CG43896	chr3L	Fwd	NM_001300111	Exon	2	11976230	11976495	266
CG43896	chr3L	Fwd	NM_001300111	Exon	3	11976574	11978400	1827
CG43896	chr3L	Fwd	NM_001300111	Exon	4	11978503	11978667	165
CG43896	chr3L	Fwd	NM_001300111	Exon	5	11978735	11978914	180
CG43896	chr3L	Fwd	NM_001300111	Exon	6	11978985	11979152	168
CG43896	chr3L	Fwd	NM_001300111	Exon	7	11979204	11979392	189
CG43896	chr3L	Fwd	NM_001300111	Exon	8	11979460	11979642	183
CG43896	chr3L	Fwd	NM_001300111	Exon	9	11979700	11979891	192
CG43896	chr3L	Fwd	NM_001300111	Exon	10	11979950	11980699	750
CG43896	chr3L	Fwd	NM_001300111	Exon	11	11981128	11983764	2637
Rpt4R	chr3L	Fwd	NM_001300110	Exon	1	11941912	11942721	810
Rpt4R	chr3L	Fwd	NM_001300110	Exon	2	11942794	11943485	692
CG43638	chr3L	Fwd	NM_001274812	Exon	1	12044579	12045356	778
CG43993	chr3L	Fwd	NM_001274811	Exon	1	12032557	12032639	83
CG43993	chr3L	Fwd	NM_001274811	Exon	2	12032693	12032999	307
CG43294	chr3L	Fwd	NM_001259799	Exon	1	11958291	11958322	32
CG43294	chr3L	Fwd	NM_001259799	Exon	2	11958373	11958909	537
CG34241	chr3L	Fwd	NM_001104121	Exon	1	12127979	12128128	150
CG34241	chr3L	Fwd	NM_001104121	Exon	2	12128185	12128461	277
CG32099	chr3L	Fwd	NM_168492	Exon	1	12149273	12150329	1057
Atg12	chr3L	Fwd	NM_140294	Exon	1	12136967	12137091	125
Atg12	chr3L	Fwd	NM_140294	Exon	2	12137159	12137295	137
Atg12	chr3L	Fwd	NM_140294	Exon	3	12137353	12137559	207
CG11534	chr3L	Fwd	NM_140292	Exon	1	12132146	12132976	831
CG11534	chr3L	Fwd	NM_140292	Exon	2	12133029	12133834	806
CG11560	chr3L	Fwd	NM_140290	Exon	1	12120019	12120588	570
CG11560	chr3L	Fwd	NM_140290	Exon	2	12120655	12121185	531
ssp	chr3L	Fwd	NM_140289	Exon	2	12118688	12118911	224
ssp	chr3L	Fwd	NM_140289	Exon	3	12118972	12119789	818
l(3)j2D3	chr3L	Fwd	NM_140288	Exon	1	12116101	12116459	359
l(3)j2D3	chr3L	Fwd	NM_140288	Exon	2	12116764	12117170	407
l(3)j2D3	chr3L	Fwd	NM_140288	Exon	3	12117244	12117371	128
l(3)j2D3	chr3L	Fwd	NM_140288	Exon	4	12117437	12118055	619
CG17154	chr3L	Fwd	NM_140287	Exon	1	12088626	12089225	600
Nrx-IV	chr3L	Fwd	NM_079310	Exon	1	12146519	12146960	442
Nrx-IV	chr3L	Fwd	NM_079310	Exon	2	12148792	12148908	117
Nrx-IV	chr3L	Fwd	NM_079310	Exon	3	12151820	12152016	197
Nrx-IV	chr3L	Fwd	NM_079310	Exon	4	12152177	12152318	142
Nrx-IV	chr3L	Fwd	NM_079310	Exon	5	12152380	12153558	1179
Nrx-IV	chr3L	Fwd	NM_079310	Exon	6	12153623	12153748	126
Nrx-IV	chr3L	Fwd	NM_079310	Exon	7	12153951	12154154	204
Nrx-IV	chr3L	Fwd	NM_079310	Exon	8	12154214	12155143	930
Nrx-IV	chr3L	Fwd	NM_079310	Exon	9	12155203	12155382	180
Nrx-IV	chr3L	Fwd	NM_079310	Exon	10	12155446	12155790	345
Nrx-IV	chr3L	Fwd	NM_079310	Exon	11	12155855	12155992	138
Nrx-IV	chr3L	Fwd	NM_079310	Exon	12	12156051	12156990	940
Lsp2	chr3L	Fwd	NM_001300113	Exon	1	12129393	12131869	2477
CG6910	chr3L	Fwd	NM_001274819	Exon	1	12184984	12185052	69
CG6910	chr3L	Fwd	NM_001274819	Exon	2	12186123	12186297	175
CG6910	chr3L	Fwd	NM_001274819	Exon	3	12186535	12187111	577
CG6910	chr3L	Fwd	NM_001274819	Exon	4	12187173	12187860	688
CAH2	chr3L	Fwd	NM_001274818	Exon	1	12177601	12177669	69
CAH2	chr3L	Fwd	NM_001274818	Exon	2	12181676	12182148	473
CAH2	chr3L	Fwd	NM_001274818	Exon	3	12182210	12182437	228
CAH2	chr3L	Fwd	NM_001274818	Exon	4	12182499	12183347	849
RhoGAP68F	chr3L	Fwd	NM_001274814	Exon	1	12138868	12138951	84
RhoGAP68F	chr3L	Fwd	NM_001274814	Exon	2	12139963	12140128	166
RhoGAP68F	chr3L	Fwd	NM_001274814	Exon	3	12141140	12141171	32
RhoGAP68F	chr3L	Fwd	NM_001274814	Exon	4	12141252	12141377	126
RhoGAP68F	chr3L	Fwd	NM_001274814	Exon	5	12141441	12141476	36
RhoGAP68F	chr3L	Fwd	NM_001274814	Exon	6	12141534	12141729	196
RhoGAP68F	chr3L	Fwd	NM_001274814	Exon	7	12141793	12143380	1588
Est-P	chr3L	Fwd	NM_176323	Exon	1	12190733	12192124	1392
Est-P	chr3L	Fwd	NM_176323	Exon	2	12192181	12192528	348
CG32100	chr3L	Fwd	NM_168495	Exon	1	12267528	12267650	123
CG32100	chr3L	Fwd	NM_168495	Exon	2	12267758	12269803	2046
INPP5E	chr3L	Fwd	NM_140309	Exon	1	12277655	12277736	82
INPP5E	chr3L	Fwd	NM_140309	Exon	2	12278226	12278283	58
INPP5E	chr3L	Fwd	NM_140309	Exon	3	12278354	12279879	1526
INPP5E	chr3L	Fwd	NM_140309	Exon	4	12279949	12280863	915
INPP5E	chr3L	Fwd	NM_140309	Exon	5	12280925	12281476	552
CG11529	chr3L	Fwd	NM_140301	Exon	1	12197791	12199030	1240
CG44355	chr3L	Fwd	NM_001300117	Exon	1	12310805	12310917	113
CG44355	chr3L	Fwd	NM_001300117	Exon	2	12311030	12311564	535
CG44355	chr3L	Fwd	NM_001300117	Exon	3	12311633	12311961	329
CG10418	chr3L	Fwd	NM_140313	Exon	1	12336676	12336717	42
CG10418	chr3L	Fwd	NM_140313	Exon	2	12336779	12336846	68
CG10418	chr3L	Fwd	NM_140313	Exon	3	12336910	12337236	327
Obp69a	chr3L	Fwd	NM_079315	Exon	1	12396171	12396277	107
Obp69a	chr3L	Fwd	NM_079315	Exon	2	12396339	12396417	79
Obp69a	chr3L	Fwd	NM_079315	Exon	3	12396483	12396574	92
Obp69a	chr3L	Fwd	NM_079315	Exon	4	12396637	12396739	103
Obp69a	chr3L	Fwd	NM_079315	Exon	5	12396793	12396957	165
Lmx1a	chr3L	Fwd	NM_001274825	Exon	1	12329232	12330253	1022
Lmx1a	chr3L	Fwd	NM_001274825	Exon	2	12334210	12335085	876
Lmx1a	chr3L	Fwd	NM_001274825	Exon	3	12335160	12335901	742
CG34242	chr3L	Fwd	NM_001144468	Exon	1	12533996	12534004	9
CG34242	chr3L	Fwd	NM_001144468	Exon	2	12534063	12534396	334
Pmm2	chr3L	Fwd	NM_140332	Exon	1	12534590	12535513	924
ver	chr3L	Fwd	NM_140330	Exon	1	12523987	12524070	84
ver	chr3L	Fwd	NM_140330	Exon	2	12524427	12525150	724
vih	chr3L	Fwd	NM_140325	Exon	1	12504292	12504652	361
vih	chr3L	Fwd	NM_140325	Exon	2	12504719	12505821	1103
CG10681	chr3L	Fwd	NM_140323	Exon	1	12501513	12501718	206
CG10681	chr3L	Fwd	NM_140323	Exon	2	12501775	12501947	173
CG10681	chr3L	Fwd	NM_140323	Exon	3	12502004	12502647	644
CG33725	chr3L	Fwd	NM_001300120	Exon	1	12482609	12482656	48
CG33725	chr3L	Fwd	NM_001300120	Exon	2	12485814	12486131	318
CG33725	chr3L	Fwd	NM_001300120	Exon	3	12486195	12486446	252
CG10616	chr3L	Fwd	NM_001300119	Exon	1	12471728	12471929	202
CG10616	chr3L	Fwd	NM_001300119	Exon	2	12472022	12472196	175
CG10616	chr3L	Fwd	NM_001300119	Exon	3	12472547	12472637	91
CG10616	chr3L	Fwd	NM_001300119	Exon	4	12472707	12472832	126
CG10616	chr3L	Fwd	NM_001300119	Exon	5	12473185	12474428	1244
tral	chr3L	Fwd	NM_001274840	Exon	1	12515059	12515572	514
tral	chr3L	Fwd	NM_001274840	Exon	2	12516559	12517059	501
tral	chr3L	Fwd	NM_001274840	Exon	3	12517428	12517957	530
tral	chr3L	Fwd	NM_001274840	Exon	4	12518024	12518254	231
tral	chr3L	Fwd	NM_001274840	Exon	5	12518438	12518667	230
tral	chr3L	Fwd	NM_001274840	Exon	6	12518733	12519070	338
tral	chr3L	Fwd	NM_001274840	Exon	7	12519144	12520954	1811
caup	chr3L	Fwd	NM_079322	Exon	1	12609631	12610819	1189
caup	chr3L	Fwd	NM_079322	Exon	2	12616803	12617288	486
caup	chr3L	Fwd	NM_079322	Exon	3	12617591	12617709	119
caup	chr3L	Fwd	NM_079322	Exon	4	12618342	12618664	323
caup	chr3L	Fwd	NM_079322	Exon	5	12619599	12621798	2200
mirr	chr3L	Fwd	NM_001274849	Exon	1	12693639	12694353	715
mirr	chr3L	Fwd	NM_001274849	Exon	2	12696500	12697003	504
mirr	chr3L	Fwd	NM_001274849	Exon	3	12705220	12705326	107
mirr	chr3L	Fwd	NM_001274849	Exon	4	12707375	12707673	299
mirr	chr3L	Fwd	NM_001274849	Exon	5	12707983	12710249	2267
Ptp69D	chr3L	Fwd	NM_176324	Exon	1	12734945	12735249	305
Ptp69D	chr3L	Fwd	NM_176324	Exon	2	12736058	12736160	103
Ptp69D	chr3L	Fwd	NM_176324	Exon	3	12736253	12738096	1844
Ptp69D	chr3L	Fwd	NM_176324	Exon	4	12738156	12738401	246
Ptp69D	chr3L	Fwd	NM_176324	Exon	5	12738460	12738703	244
Ptp69D	chr3L	Fwd	NM_176324	Exon	6	12738775	12739666	892
Ptp69D	chr3L	Fwd	NM_176324	Exon	7	12739726	12739872	147
Ptp69D	chr3L	Fwd	NM_176324	Exon	8	12739929	12740039	111
Ptp69D	chr3L	Fwd	NM_176324	Exon	9	12740109	12740288	180
Ptp69D	chr3L	Fwd	NM_176324	Exon	10	12740353	12740660	308
Ptp69D	chr3L	Fwd	NM_176324	Exon	11	12740722	12740857	136
Ptp69D	chr3L	Fwd	NM_176324	Exon	12	12740920	12741568	649
CG32110	chr3L	Fwd	NM_168520	Exon	1	12808721	12810096	1376
CG32113	chr3L	Fwd	NM_168512	Exon	1	12755049	12755242	194
CG32113	chr3L	Fwd	NM_168512	Exon	2	12755304	12756094	791
CG32113	chr3L	Fwd	NM_168512	Exon	3	12756405	12757454	1050
CG32113	chr3L	Fwd	NM_168512	Exon	4	12757512	12758422	911
CG32113	chr3L	Fwd	NM_168512	Exon	5	12758634	12758764	131
CG32113	chr3L	Fwd	NM_168512	Exon	6	12758902	12759042	141
CG32113	chr3L	Fwd	NM_168512	Exon	7	12759101	12759728	628
CG32113	chr3L	Fwd	NM_168512	Exon	8	12759788	12759907	120
CG32113	chr3L	Fwd	NM_168512	Exon	9	12759969	12760293	325
CG32113	chr3L	Fwd	NM_168512	Exon	10	12760360	12761152	793
CG32113	chr3L	Fwd	NM_168512	Exon	11	12761205	12761457	253
CG32113	chr3L	Fwd	NM_168512	Exon	12	12761519	12761663	145
CG32113	chr3L	Fwd	NM_168512	Exon	13	12761735	12765070	3336
CG32113	chr3L	Fwd	NM_168512	Exon	14	12765134	12765346	213
CG32113	chr3L	Fwd	NM_168512	Exon	15	12765405	12766259	855
CG32113	chr3L	Fwd	NM_168512	Exon	16	12766318	12766626	309
CG32113	chr3L	Fwd	NM_168512	Exon	17	12766685	12767179	495
CG32113	chr3L	Fwd	NM_168512	Exon	18	12767237	12768352	1116
CG32113	chr3L	Fwd	NM_168512	Exon	19	12768511	12768605	95
CG10984	chr3L	Fwd	NM_168511	Exon	1	12750119	12750201	83
CG10984	chr3L	Fwd	NM_168511	Exon	2	12750604	12750739	136
CG10984	chr3L	Fwd	NM_168511	Exon	3	12751307	12752922	1616
CG10984	chr3L	Fwd	NM_168511	Exon	4	12752984	12753402	419
CG32109	chr3L	Fwd	NM_168509	Exon	1	12745344	12745468	125
CG32109	chr3L	Fwd	NM_168509	Exon	2	12745729	12745925	197
CG32109	chr3L	Fwd	NM_168509	Exon	3	12745981	12746236	256
CG32109	chr3L	Fwd	NM_168509	Exon	4	12746297	12746770	474
CG42709	chr3L	Fwd	NM_140343	Exon	1	12790192	12790382	191
CG42709	chr3L	Fwd	NM_140343	Exon	2	12791435	12791633	199
CG42709	chr3L	Fwd	NM_140343	Exon	3	12793816	12794000	185
CG42709	chr3L	Fwd	NM_140343	Exon	4	12794062	12794315	254
CG42709	chr3L	Fwd	NM_140343	Exon	5	12794381	12794656	276
CG42709	chr3L	Fwd	NM_140343	Exon	6	12794797	12795088	292
CG42709	chr3L	Fwd	NM_140343	Exon	7	12795163	12795324	162
CG42709	chr3L	Fwd	NM_140343	Exon	8	12795458	12796084	627
CG17666	chr3L	Fwd	NM_140342	Exon	1	12781325	12781517	193
CG17666	chr3L	Fwd	NM_140342	Exon	2	12781575	12783269	1695
CG17666	chr3L	Fwd	NM_140342	Exon	3	12783388	12783690	303
CG17666	chr3L	Fwd	NM_140342	Exon	4	12783745	12784377	633
Sap130	chr3L	Fwd	NM_001274854	Exon	1	12805902	12806054	153
Sap130	chr3L	Fwd	NM_001274854	Exon	2	12806240	12806337	98
Sap130	chr3L	Fwd	NM_001274854	Exon	3	12807093	12807830	738
Sap130	chr3L	Fwd	NM_001274854	Exon	4	12807886	12808476	591
Sap130	chr3L	Fwd	NM_001274854	Exon	5	12810206	12810663	458
Sap130	chr3L	Fwd	NM_001274854	Exon	6	12810728	12811588	861
Sap130	chr3L	Fwd	NM_001274854	Exon	7	12811678	12811886	209
Sap130	chr3L	Fwd	NM_001274854	Exon	8	12811950	12812220	271
Sap130	chr3L	Fwd	NM_001274854	Exon	9	12812280	12812450	171
Sap130	chr3L	Fwd	NM_001274854	Exon	10	12812509	12812616	108
Sap130	chr3L	Fwd	NM_001274854	Exon	11	12812680	12813036	357
CG32112	chr3L	Fwd	NM_001274850	Exon	1	12741718	12741800	83
CG32112	chr3L	Fwd	NM_001274850	Exon	2	12741861	12741949	89
CG32112	chr3L	Fwd	NM_001274850	Exon	3	12742905	12743172	268
CG32112	chr3L	Fwd	NM_001274850	Exon	4	12743513	12743625	113
CG32112	chr3L	Fwd	NM_001274850	Exon	5	12743688	12743826	139
CG32112	chr3L	Fwd	NM_001274850	Exon	6	12743888	12743977	90
CG32112	chr3L	Fwd	NM_001274850	Exon	7	12744037	12744746	710
CG32112	chr3L	Fwd	NM_001274850	Exon	8	12744809	12745154	346
CG42588	chr3L	Fwd	NM_001202159	Exon	1	12814254	12814880	627
CG42588	chr3L	Fwd	NM_001202159	Exon	2	12816199	12818525	2327
CG42588	chr3L	Fwd	NM_001202159	Exon	3	12818601	12821807	3207
CG42588	chr3L	Fwd	NM_001202159	Exon	4	12821865	12822187	323
CG42588	chr3L	Fwd	NM_001202159	Exon	5	12822245	12822555	311
CG42588	chr3L	Fwd	NM_001202159	Exon	6	12822613	12822667	55
CG42588	chr3L	Fwd	NM_001202159	Exon	7	12822726	12822916	191
CG42588	chr3L	Fwd	NM_001202159	Exon	8	12822979	12823469	491
CG42588	chr3L	Fwd	NM_001202159	Exon	9	12823528	12823684	157
CG42588	chr3L	Fwd	NM_001202159	Exon	10	12823754	12823945	192
CG42588	chr3L	Fwd	NM_001202159	Exon	11	12824004	12824650	647
Wbp2	chr3L	Fwd	NM_001144473	Exon	1	12850165	12850331	167
Wbp2	chr3L	Fwd	NM_001144473	Exon	2	12850498	12850797	300
Wbp2	chr3L	Fwd	NM_001144473	Exon	3	12850915	12851153	239
Wbp2	chr3L	Fwd	NM_001144473	Exon	4	12851309	12851722	414
Wbp2	chr3L	Fwd	NM_001144473	Exon	5	12852232	12852277	46
Wbp2	chr3L	Fwd	NM_001144473	Exon	6	12852427	12852521	95
Wbp2	chr3L	Fwd	NM_001144473	Exon	7	12852616	12852716	101
Wbp2	chr3L	Fwd	NM_001144473	Exon	8	12852781	12853169	389
CG10749	chr3L	Fwd	NM_140359	Exon	1	12972474	12973650	1177
CG14118	chr3L	Fwd	NM_140355	Exon	1	12892658	12892860	203
CG14118	chr3L	Fwd	NM_140355	Exon	2	12893325	12894758	1434
CG43894	chr3L	Fwd	NM_140354	Exon	1	12890078	12890284	207
CG43894	chr3L	Fwd	NM_140354	Exon	2	12890343	12890471	129
CG43894	chr3L	Fwd	NM_140354	Exon	3	12891654	12892162	509
CG14120	chr3L	Fwd	NM_140353	Exon	1	12885039	12889244	4206
Ent3	chr3L	Fwd	NM_001274859	Exon	1	12853646	12854263	618
Ent3	chr3L	Fwd	NM_001274859	Exon	2	12854452	12855013	562
Ent3	chr3L	Fwd	NM_001274859	Exon	3	12855191	12855433	243
Ent3	chr3L	Fwd	NM_001274859	Exon	4	12855492	12857428	1937
CG34429	chr3L	Fwd	NM_001104128	Exon	1	13063046	13063210	165
CG34429	chr3L	Fwd	NM_001104128	Exon	2	13063293	13063696	404
CG34429	chr3L	Fwd	NM_001104128	Exon	3	13063749	13063929	181
CG34428	chr3L	Fwd	NM_001104127	Exon	1	13061879	13061974	96
CG34428	chr3L	Fwd	NM_001104127	Exon	2	13062036	13062460	425
CG34428	chr3L	Fwd	NM_001104127	Exon	3	13062516	13062687	172
CG17672	chr3L	Fwd	NM_001043138	Exon	1	13028962	13029327	366
CG17672	chr3L	Fwd	NM_001043138	Exon	2	13035032	13035219	188
CG17672	chr3L	Fwd	NM_001043138	Exon	3	13035295	13035452	158
CG17672	chr3L	Fwd	NM_001043138	Exon	4	13035585	13035768	184
CG17672	chr3L	Fwd	NM_001043138	Exon	5	13035918	13036504	587
CG11263	chr3L	Fwd	NM_001169964	Exon	1	13006817	13006852	36
CG11263	chr3L	Fwd	NM_001169964	Exon	2	13006901	13007881	981
RpS12	chr3L	Fwd	NM_168534	Exon	1	13023352	13023393	42
RpS12	chr3L	Fwd	NM_168534	Exon	2	13023483	13023525	43
RpS12	chr3L	Fwd	NM_168534	Exon	3	13023732	13023866	135
RpS12	chr3L	Fwd	NM_168534	Exon	4	13024370	13024762	393
SRm160	chr3L	Fwd	NM_140370	Exon	1	13036821	13037264	444
SRm160	chr3L	Fwd	NM_140370	Exon	2	13037424	13038658	1235
SRm160	chr3L	Fwd	NM_140370	Exon	3	13038729	13039339	611
SRm160	chr3L	Fwd	NM_140370	Exon	4	13039405	13040976	1572
ste14	chr3L	Fwd	NM_140366	Exon	1	13018266	13018620	355
ste14	chr3L	Fwd	NM_140366	Exon	2	13018688	13019059	372
ste14	chr3L	Fwd	NM_140366	Exon	3	13019188	13019687	500
CG11267	chr3L	Fwd	NM_140365	Exon	1	13016050	13016164	115
CG11267	chr3L	Fwd	NM_140365	Exon	2	13016357	13016518	162
CG11267	chr3L	Fwd	NM_140365	Exon	3	13016587	13016903	317
CG11262	chr3L	Fwd	NM_140360	Exon	1	12995135	12997418	2284
Syx13	chr3L	Fwd	NM_079330	Exon	1	13044434	13044565	132
Syx13	chr3L	Fwd	NM_079330	Exon	2	13044918	13045595	678
Syx13	chr3L	Fwd	NM_079330	Exon	3	13046217	13046894	678
CG11279	chr3L	Fwd	NM_001300127	Exon	1	13046977	13047171	195
CG11279	chr3L	Fwd	NM_001300127	Exon	2	13047235	13048919	1685
RpS4	chr3L	Fwd	NM_001300126	Exon	1	13041756	13041837	82
RpS4	chr3L	Fwd	NM_001300126	Exon	2	13041982	13042014	33
RpS4	chr3L	Fwd	NM_001300126	Exon	3	13042110	13042368	259
RpS4	chr3L	Fwd	NM_001300126	Exon	4	13042442	13042539	98
RpS4	chr3L	Fwd	NM_001300126	Exon	5	13043166	13043337	172
RpS4	chr3L	Fwd	NM_001300126	Exon	6	13043574	13044234	661
CG14117	chr3L	Fwd	NM_001259808	Exon	1	13008285	13008567	283
CG14117	chr3L	Fwd	NM_001259808	Exon	2	13008623	13008873	251
CG14117	chr3L	Fwd	NM_001259808	Exon	3	13008936	13009450	515
CG33262	chr3L	Fwd	NM_206349	Exon	1	13136269	13136403	135
CG33262	chr3L	Fwd	NM_206349	Exon	2	13136461	13136693	233
CG33262	chr3L	Fwd	NM_206349	Exon	3	13136745	13136855	111
CG33262	chr3L	Fwd	NM_206349	Exon	4	13136919	13137066	148
snky	chr3L	Fwd	NM_140376	Exon	1	13174478	13176001	1524
snky	chr3L	Fwd	NM_140376	Exon	2	13176074	13176781	708
trn	chr3L	Fwd	NM_079331	Exon	1	13114271	13114746	476
trn	chr3L	Fwd	NM_079331	Exon	2	13115189	13118077	2889
CG14113	chr3L	Fwd	NM_144174	Exon	1	13329135	13329235	101
CG14113	chr3L	Fwd	NM_144174	Exon	2	13329288	13329699	412
CG17687	chr3L	Fwd	NM_140377	Exon	1	13349165	13349174	10
CG17687	chr3L	Fwd	NM_140377	Exon	2	13349230	13349495	266
CG17687	chr3L	Fwd	NM_140377	Exon	3	13349548	13350101	554
CG17687	chr3L	Fwd	NM_140377	Exon	4	13350215	13351257	1043
CG17687	chr3L	Fwd	NM_140377	Exon	5	13351317	13352757	1441
CG17687	chr3L	Fwd	NM_140377	Exon	6	13352809	13353450	642
CG17687	chr3L	Fwd	NM_140377	Exon	7	13353645	13353788	144
CG17687	chr3L	Fwd	NM_140377	Exon	8	13353848	13354125	278
CG17687	chr3L	Fwd	NM_140377	Exon	9	13354186	13354347	162
CG17687	chr3L	Fwd	NM_140377	Exon	10	13354669	13354940	272
SP	chr3L	Fwd	NM_079333	Exon	1	13301635	13301752	118
SP	chr3L	Fwd	NM_079333	Exon	2	13301818	13301922	105
Nplp2	chr3L	Fwd	NM_001300130	Exon	1	13356376	13356643	268
Nplp2	chr3L	Fwd	NM_001300130	Exon	2	13356727	13356852	126
Nplp2	chr3L	Fwd	NM_001300130	Exon	3	13357008	13357223	216
ImpL1	chr3L	Fwd	NM_001169968	Exon	1	13382765	13382835	71
ImpL1	chr3L	Fwd	NM_001169968	Exon	2	13382914	13383999	1086
stv	chr3L	Fwd	NM_168551	Exon	1	13477541	13478482	942
stv	chr3L	Fwd	NM_168551	Exon	2	13481036	13481135	100
stv	chr3L	Fwd	NM_168551	Exon	3	13481214	13482369	1156
stv	chr3L	Fwd	NM_168551	Exon	4	13482435	13483515	1081
CG10738	chr3L	Fwd	NM_140396	Exon	1	13450770	13451574	805
CG10738	chr3L	Fwd	NM_140396	Exon	2	13459973	13460685	713
CG10738	chr3L	Fwd	NM_140396	Exon	3	13460742	13461051	310
CG10738	chr3L	Fwd	NM_140396	Exon	4	13461111	13461361	251
CG10738	chr3L	Fwd	NM_140396	Exon	5	13461493	13461564	72
CG10738	chr3L	Fwd	NM_140396	Exon	6	13461639	13461784	146
CG10738	chr3L	Fwd	NM_140396	Exon	7	13461853	13462018	166
CG10738	chr3L	Fwd	NM_140396	Exon	8	13462203	13462293	91
CG10738	chr3L	Fwd	NM_140396	Exon	9	13462358	13462545	188
CG10738	chr3L	Fwd	NM_140396	Exon	10	13462865	13463083	219
CG10738	chr3L	Fwd	NM_140396	Exon	11	13463142	13463246	105
CG10738	chr3L	Fwd	NM_140396	Exon	12	13463309	13463380	72
CG10738	chr3L	Fwd	NM_140396	Exon	13	13463445	13463619	175
CG10738	chr3L	Fwd	NM_140396	Exon	14	13463679	13464999	1321
CG10738	chr3L	Fwd	NM_140396	Exon	15	13465059	13465539	481
CG10725	chr3L	Fwd	NM_140390	Exon	1	13437954	13437986	33
CG10725	chr3L	Fwd	NM_140390	Exon	2	13438045	13438191	147
CG10725	chr3L	Fwd	NM_140390	Exon	3	13438250	13438686	437
CG10725	chr3L	Fwd	NM_140390	Exon	4	13438751	13439009	259
flr	chr3L	Fwd	NM_140385	Exon	1	13412843	13412975	133
flr	chr3L	Fwd	NM_140385	Exon	2	13413317	13413438	122
flr	chr3L	Fwd	NM_140385	Exon	3	13414058	13414148	91
flr	chr3L	Fwd	NM_140385	Exon	4	13414337	13414600	264
flr	chr3L	Fwd	NM_140385	Exon	5	13414666	13415720	1055
flr	chr3L	Fwd	NM_140385	Exon	6	13415777	13415927	151
flr	chr3L	Fwd	NM_140385	Exon	7	13415995	13416453	459
